source,brand,name,cpu,vga,ram_amount,ram_type,storage_amount,storage_type,webcam_resolution,screen_size,screen_resolution,screen_refresh_rate,screen_brightness,battery_capacity,battery_cells,weight,default_os,warranty,price,width,depth,height,number_usb_a_ports,number_usb_c_ports,number_hdmi_ports,number_ethernet_ports,number_audio_jacks
laptopaz,"samsung galaxy book pro 13 (core i5-1135g7, 8gb, 256gb, iris xe, 13.3'' fhd amoled)",samsung galaxy book pro 13,intel core i5-1135g,n/a,8,ddr4,ssd256gnvme,ssd,yes,n/a,1920x1080,n/a,370,63,4,1,windows,12,17290000,n/a,n/a,n/a,0,3,0,0,1
laptopaz,"samsung galaxy book pro 15 (core i5-1135g7, 8gb, 512gb, iris xe, 15.6"" fhd amoled)",samsung galaxy book pro 15,intel core i5-1135g,n/a,8,ddr4,512,ssd,yes,15.6,1920x1080,n/a,370,68,4,1.1,windows,12,19690000,n/a,n/a,n/a,1,2,1,0,1
laptopaz,"samsung galaxy book pro 360 13 (core i7-1165g7, 8gb, 256gb, iris xe, 13.3'' fhd amoled touch)",samsung galaxy book pro 360 13,intel core i7-1165g,n/a,8,ddr4,ssd256gnvme,ssd,yes,13.3,1920x1080,n/a,600,54,4,1,windows,12,24890000,n/a,n/a,n/a,1,0,1,0,0
laptopaz,"dell vostro 16 5625 (ryzen 5-5625u, 8gb, 512gb, radeon graphics, 16"" fhd+)",dell vostro 16 5625,amd ryzen 5 5625u,n/a,8,ddr4,512,ssd,yes,16,1920x1200,60,n/a,54,4,1.97,windows,12,16990000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"dell precision 7670 (core i7-12850hx, 32gb, 512gb, rtx a2000 8gb, 16'' fhd ips)",dell precision 7670,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,52500000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"dell precision 7670 (core i7-12850hx, 32gb, 512gb, rtx a3000 12gb, 16'' fhd ips)",dell precision 7670,intel core i7-12850hx,geforce rtx a3000,32,ddr5,512,ssd,no,16,1920x1200,60,500,93,6,2.67,windows,n/a,56890000,n/a,n/a,n/a,0,1,1,1,0
laptopaz,"dell gaming g16 7630 2023 (core i9-13900hx, 16gb, 1tb, rtx 4060 8gb, 16"" 2k+ 240hz)",dell gaming g16 7630 2023,intel core i9-13900hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,16,2560x1440,240,n/a,86,6,2.65,windows,12,39890000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"lenovo loq 2023 82xv002lus (core i5-13420h, 8gb, 1tb, rtx 3050 6gb, 15.6"" fhd 144hz)",lenovo loq 2023 82xv002lus,intel core i5-13420h,geforce rtx 3050,8,ddr5,1024,ssd,yes,15.6,1920x1080,144,n/a,60,4,2.4,windows,12,18990000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"msi thin gf63 12ucx (core i5-12450h, 8gb, 1tb, rtx 2050 4gb, 15.6"" fhd 144hz)",msi thin gf63 12ucx,intel core i5-12450h,geforce rtx 2050,8,ddr4,1024,ssd,yes,15.6,1920x1080,144,n/a,52.4,3,1.86,windows,n/a,14990000,n/a,n/a,n/a,0,1,0,0,0
laptopaz,"lenovo thinkpad p16 (core i7-12850hx, 16gb, 512gb, rtx a1000 4gb, 16” fhd+)",lenovo thinkpad p16,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,28890000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"lenovo thinkpad p16 (core i7-12850hx, 32gb, 1tb, rtx a1000 4gb, 16” fhd+)",lenovo thinkpad p16,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,32790000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"lenovo thinkpad p16 (core i7-12850hx, 32gb, 1tb, rtx a2000 8gb, 16” 2k+)",lenovo thinkpad p16,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35890000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"lenovo thinkpad p16 (core i7-12850hx, 64gb, 1tb, rtx a4500 16gb, 16” 2k+)",lenovo thinkpad p16,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48490000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
